ASX code,Company name,Listing date,GICs industry group,Market Cap
14D,1414 DEGREES LIMITED,12/9/18,Capital Goods,25038807
1AD,ADALTA LIMITED,22/8/16,"Pharmaceuticals, Biotechnology & Life Sciences",33099243
1AG,ALTERRA LIMITED,16/5/08,Commercial & Professional Services,12409932
1ST,1ST GROUP LIMITED,9/6/15,Health Care Equipment & Services,9766189
29M,29METALS LIMITED,2/7/21,Materials,1105046500
2BE,TUBI LIMITED,14/6/19,Energy,N/A
360,LIFE360 INC.,10/5/19,Software & Services,1258144719
3DA,AMAERO INTERNATIONAL LTD,6/12/19,Capital Goods,127271494
3DP,POINTERRA LIMITED,27/3/08,Software & Services,321957947
3MF,3D METALFORGE LIMITED,2/3/21,Commercial & Professional Services,27567296
3PL,3P LEARNING LIMITED..,9/7/14,Consumer Services,356664579
4DS,4DS MEMORY LIMITED,9/12/10,Semiconductors & Semiconductor Equipment,204747008
4DX,4DMEDICAL LIMITED,7/8/20,Health Care Equipment & Services,443210215
5GG,PENTANET LIMITED,29/1/21,Telecommunication Services,188670536
5GN,5G NETWORKS LIMITED,17/11/17,Telecommunication Services,102263705
88E,88 ENERGY LIMITED,20/1/00,Energy,501148262
8CO,8COMMON LIMITED,27/8/14,Software & Services,24061171
8EC,8IP EMERGING COMPANIES LIMITED,1/12/15,Not Applic,N/A
8IH,8I HOLDINGS LTD,17/12/14,Diversified Financials,99483750
8VI,8VI HOLDINGS LIMITED,16/12/15,Consumer Services,210177133
92E,92 ENERGY LIMITED,15/4/21,Energy,18862725
99L,99 LOYALTY LIMITED.,8/10/13,Software & Services,75379380
9SP,9 SPOKES INTERNATIONAL LIMITED,9/6/16,Software & Services,25386733
A1G,AFRICAN GOLD LTD.,14/2/19,Materials,17367490
A1M,AIC MINES LIMITED,4/11/93,Materials,18553055
A2B,A2B AUSTRALIA LIMITED,14/12/99,Transportation,157764195
A2M,THE A2 MILK COMPANY LIMITED,31/3/15,"Food, Beverage & Tobacco",5062627480
A3D,AURORA LABS LIMITED,16/8/16,Capital Goods,10702753
A4N,ALPHA HPA LIMITED,22/10/07,Materials,388219636
A8G,AUSTRALASIAN GOLD LIMITED,13/5/21,Materials,6834741
AAC,AUSTRALIAN AGRICULTURAL COMPANY LIMITED.,10/8/01,"Food, Beverage & Tobacco",843873446
AAJ,ARUMA RESOURCES LIMITED,23/7/10,Materials,6463652
AAP,AUSTRALIAN AGRICULTURAL PROJECTS LIMITED,7/1/04,"Food, Beverage & Tobacco",7015957
AAR,ANGLO AUSTRALIAN RESOURCES NL,13/11/86,Materials,48290518
AAU,ANTILLES GOLD LIMITED,25/11/93,Materials,19181533
ABA,AUSWIDE BANK LTD,19/9/94,Banks,274344228
ABB,AUSSIE BROADBAND LIMITED,16/10/20,Class Pend,532952073
ABC,ADBRI LIMITED,31/5/62,Materials,2303775269
ABL,ABILENE OIL AND GAS LIMITED,1/1/74,Energy,N/A
ABP,ABACUS PROPERTY GROUP,14/11/02,Real Estate,2594935004
ABR,AMERICAN PACIFIC BORATES LIMITED,28/7/17,Materials,554531216
ABV,ADVANCED BRAKING TECHNOLOGY LTD,28/5/02,Automobiles & Components,17440843
ABX,AUSTRALIAN BAUXITE LIMITED.,24/12/09,Materials,18180431
ABY,ADORE BEAUTY GROUP LIMITED,23/10/20,Retailing,482858670
AC8,AUSCANN GROUP HOLDINGS LTD,3/5/89,"Pharmaceuticals, Biotechnology & Life Sciences",46257447
ACB,A-CAP ENERGY LIMITED,29/8/06,Energy,55800631
ACF,ACROW FORMWORK AND CONSTRUCTION SERVICES LIMITED,27/6/08,Capital Goods,98724233
ACL,AUSTRALIAN CLINICAL LABS LIMITED,14/5/21,Health Care Equipment & Services,712474073
ACP,AUDALIA RESOURCES LIMITED,6/7/11,Materials,13842724
ACQ,ACORN CAPITAL INVESTMENT FUND LIMITED,1/5/14,Not Applic,102826966
ACR,ACRUX LIMITED,29/9/04,"Pharmaceuticals, Biotechnology & Life Sciences",39662755
ACS,ACCENT RESOURCES NL,26/8/05,Materials,23767391
ACU,ACUMENTIS GROUP LIMITED,5/12/03,Real Estate,19875644
ACW,ACTINOGEN MEDICAL LIMITED,16/10/07,"Pharmaceuticals, Biotechnology & Life Sciences",190964233
AD1,AD1 HOLDINGS LIMITED,23/6/16,Media & Entertainment,26596082
AD8,AUDINATE GROUP LIMITED,30/6/17,Technology Hardware & Equipment,747491266
ADA,ADACEL TECHNOLOGIES LIMITED,27/2/98,Software & Services,74052861
ADD,ADAVALE RESOURCES LIMITED,6/2/92,Energy,23518748
ADH,ADAIRS LIMITED,17/6/15,Retailing,634039031
ADI,APN INDUSTRIA REIT,3/12/13,Real Estate,718273485
ADN,ANDROMEDA METALS LIMITED,17/9/96,Materials,413127370
ADO,ANTEOTECH LTD,7/4/00,"Pharmaceuticals, Biotechnology & Life Sciences",459006690
ADR,ADHERIUM LIMITED,26/8/15,Health Care Equipment & Services,38263196
ADS,ADSLOT LTD.,17/12/87,Software & Services,53514169
ADT,ADRIATIC METALS PLC,1/5/18,Materials,537754223
ADV,ARDIDEN LTD,25/10/05,Materials,19344188
ADX,ADX ENERGY LTD,29/1/87,Energy,21232512
ADY,ADMIRALTY RESOURCES NL.,1/12/83,Materials,25127139
AE1,AERISON GROUP LTD,12/7/21,Capital Goods,84132809
AEE,AURA ENERGY LIMITED,30/5/06,Energy,N/A
AEF,AUSTRALIAN ETHICAL INVESTMENT LIMITED,17/12/02,Diversified Financials,908088075
AEG,ABSOLUTE EQUITY PERFORMANCE FUND LIMITED,16/12/15,Not Applic,102226351
AEI,AERIS ENVIRONMENTAL LTD,12/9/00,Commercial & Professional Services,43889011
AER,AEERIS LTD,1/4/15,Media & Entertainment,8696209
AEV,AVENIRA LIMITED,10/10/06,Materials,6471396
AFA,ASF GROUP LIMITED,29/5/85,Diversified Financials,38843588
AFG,AUSTRALIAN FINANCE GROUP LTD,22/5/15,Banks,687058934
AFI,AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED,30/6/62,Not Applic,9815527767
AFL,AF LEGAL GROUP LTD,19/9/03,Commercial & Professional Services,40191011
AFP,AFT PHARMACEUTICALS LIMITED,22/12/15,"Pharmaceuticals, Biotechnology & Life Sciences",455353106
AFR,AFRICAN ENERGY RESOURCES LIMITED,18/4/07,Energy,14951055
AFW,APPLYFLOW LIMITED,30/11/10,Media & Entertainment,14494830
AGC,AUSTRALIAN GOLD AND COPPER LTD,20/1/21,Materials,15000000
AGD,AUSTRAL GOLD LIMITED,18/4/97,Materials,87369750
AGE,ALLIGATOR ENERGY LIMITED,3/2/11,Energy,83581151
AGG,ANGLOGOLD ASHANTI LIMITED,16/11/99,Materials,10510949854
AGH,ALTHEA GROUP HOLDINGS LIMITED,21/9/18,"Pharmaceuticals, Biotechnology & Life Sciences",90518871
AGI,AINSWORTH GAME TECHNOLOGY LIMITED,17/12/01,Consumer Services,409204624
AGJ,AGRICULTURAL LAND TRUST,10/4/03,Real Estate,N/A
AGL,AGL ENERGY LIMITED.,12/10/06,Utilities,5015422018
AGN,ARGENICA THERAPEUTICS LIMITED,11/6/21,"Pharmaceuticals, Biotechnology & Life Sciences",16097895
AGR,AGUIA RESOURCES LIMITED,13/2/08,Materials,14682467
AGS,ALLIANCE RESOURCES LIMITED,19/10/94,Materials,31202570
AGY,ARGOSY MINERALS LIMITED,3/4/97,Materials,143781246
AHC,AUSTCO HEALTHCARE LIMITED,24/9/04,Health Care Equipment & Services,42628343
AHF,AUSTRALIAN DAIRY NUTRITIONALS GROUP,30/6/06,"Food, Beverage & Tobacco",27593410
AHI,ADVANCED HUMAN IMAGING LTD,17/8/15,Software & Services,152666771
AHK,ARK MINES LIMITED,9/5/11,Materials,N/A
AHN,ATHENA RESOURCES LIMITED,22/11/06,Materials,N/A
AHQ,,29/5/12,Materials,
AHX,APIAM ANIMAL HEALTH LIMITED,15/12/15,Health Care Equipment & Services,124132167
AIA,AUCKLAND INTERNATIONAL AIRPORT LIMITED,22/2/99,Transportation,10337308982
AIB,AURORA GLOBAL INCOME TRUST,24/12/07,Not Applic,696679
AIM,AI-MEDIA TECHNOLOGIES LIMITED,15/9/20,Commercial & Professional Services,182212363
AIQ,ALTERNATIVE INVESTMENT TRUST,8/5/05,Not Applic,39213657
AIR,ASTIVITA LIMITED,16/12/09,Capital Goods,22376389
AIS,AERIS RESOURCES LIMITED,2/2/11,Materials,434823620
AIV,ACTIVEX LIMITED,11/4/06,Materials,30112555
AIY,AUTHORISED INVESTMENT FUND LIMITED,19/3/99,Not Applic,N/A
AIZ,AIR NEW ZEALAND LIMITED,1/10/97,Transportation,1616895688
AJJ,ASIAN AMERICAN MEDICAL GROUP LIMITED,19/3/07,Health Care Equipment & Services,10432583
AJL,AJ LUCAS GROUP LIMITED,10/8/99,Capital Goods,43066319
AJM,ALTURA MINING LIMITED,8/1/01,Materials,N/A
AJQ,ARMOUR ENERGY LIMITED,26/4/12,Energy,53313740
AJX,ALEXIUM INTERNATIONAL GROUP LIMITED,22/12/99,Materials,32009862
AJY,ASAPLUS RESOURCES LIMITED,16/11/12,Materials,8160000
AKG,ACADEMIES AUSTRALASIA GROUP LIMITED,1/6/77,Consumer Services,33817834
AKL,AUCKLAND REAL ESTATE TRUST,23/9/05,Real Estate,61863456
AKM,ASPIRE MINING LIMITED,6/2/07,Materials,37565137
AKN,AUKING MINING LIMITED,29/10/07,Materials,9947792
AKO,AKORA RESOURCES LIMITED,15/12/20,Materials,16479915
AKP,AUDIO PIXELS HOLDINGS LIMITED,24/12/04,Consumer Durables & Apparel,768837182
AL3,AML3D LIMITED,20/4/20,Capital Goods,35357721
AL8,ALDERAN RESOURCES LIMITED,9/6/17,Materials,14897055
ALB,ALBION RESOURCES LIMITED,30/4/21,Materials,8360000
ALC,ALCIDION GROUP LIMITED,24/6/11,Health Care Equipment & Services,408746930
ALD,AMPOL LIMITED,31/12/80,Energy,6982251501
ALG,ARDENT LEISURE GROUP LIMITED,30/11/18,Consumer Services,462916305
ALI,ARGO GLOBAL LISTED INFRASTRUCTURE LIMITED,3/7/15,Not Applic,332896137
ALK,ALKANE RESOURCES LIMITED,7/10/80,Materials,693627952
ALL,ARISTOCRAT LEISURE LIMITED,9/7/96,Consumer Services,26997646662
ALQ,ALS LIMITED,18/7/52,Commercial & Professional Services,5904891413
ALT,ANALYTICA LIMITED,25/10/00,Health Care Equipment & Services,11534503
ALU,ALTIUM LIMITED,4/8/99,Software & Services,4932867812
ALX,ATLAS ARTERIA,25/1/10,Transportation,6204847922
ALY,ALCHEMY RESOURCES LIMITED,26/11/07,Materials,10083652
AM7,ARCADIA MINERALS LIMITED,25/6/21,Materials,14962518
AMA,AMA GROUP LIMITED,31/8/06,Commercial & Professional Services,384458777
AMC,AMCOR PLC,28/8/69,Materials,23967022359
AMD,ARROW MINERALS LTD,28/10/05,Materials,10994291
AME,ALTO METALS LIMITED,20/12/12,Materials,41874155
AMH,AMCIL LIMITED,10/2/00,Not Applic,376415580
AMI,AURELIA METALS LIMITED,8/5/07,Materials,586501441
AML,AEON METALS LIMITED.,14/6/07,Materials,49462590
AMN,AGRIMIN LIMITED,9/10/07,Materials,100267258
AMO,AMBERTECH LIMITED,10/12/04,Technology Hardware & Equipment,18389199
AMP,AMP LIMITED,15/6/98,Diversified Financials,3625377497
AMS,ATOMOS LIMITED,28/12/18,Consumer Durables & Apparel,263271909
AMT,ALLEGRA ORTHOPAEDICS LIMITED,5/12/07,Health Care Equipment & Services,19847249
AMX,AEROMETREX LIMITED,10/12/19,Commercial & Professional Services,75048000
AND,ANSARADA GROUP LIMITED,14/2/20,Software & Services,120647391
ANG,AUSTIN ENGINEERING LIMITED,9/3/04,Capital Goods,89911519
ANL,AMANI GOLD LIMITED,14/12/06,Materials,24773993
ANN,ANSELL LIMITED,22/8/85,Health Care Equipment & Services,5045210464
ANO,ADVANCE NANOTEK LIMITED,24/2/05,Materials,220278082
ANP,ANTISENSE THERAPEUTICS LIMITED,20/12/01,"Pharmaceuticals, Biotechnology & Life Sciences",117767650
ANR,ANATARA LIFESCIENCES LTD,16/10/14,"Pharmaceuticals, Biotechnology & Life Sciences",11589356
ANW,AUS TIN MINING LTD,21/10/10,Materials,12716787
ANX,ANAX METALS LIMITED,15/6/04,Materials,27664527
ANZ,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,30/9/69,Banks,78260514029
AO1,ASSETOWL LIMITED,30/5/11,Software & Services,5713436
AOA,AUSMON RESOURCES LIMITED,31/3/09,Materials,3765797
AOF,AUSTRALIAN UNITY OFFICE FUND,20/6/16,Real Estate,387944911
AON,APOLLO MINERALS LIMITED,31/10/07,Materials,33219422
AOP,APOLLO CONSOLIDATED LIMITED,29/6/05,Materials,90402383
AOU,AUROCH MINERALS LTD,1/9/11,Materials,58077036
APA,APA GROUP,13/6/00,Utilities,11444970326
APC,AUSTRALIAN POTASH LIMITED,20/12/11,Materials,84574599
APD,APN PROPERTY GROUP,23/6/05,Real Estate,294945498
APE,EAGERS AUTOMOTIVE LIMITED,17/4/57,Retailing,4018433778
APG,AUSTPAC RESOURCES NL,24/7/86,Materials,N/A
APH,AUSTRALIAN PRIMARY HEMP LIMITED,23/12/03,"Food, Beverage & Tobacco",38642054
API,AUSTRALIAN PHARMACEUTICAL INDUSTRIES LIMITED,16/6/97,Health Care Equipment & Services,694645009
APL,ANTIPODES GLOBAL INVESTMENT COMPANY LTD,18/10/16,Not Applic,536116088
APT,AFTERPAY LIMITED,29/6/17,Software & Services,30283024377
APV,APPSVILLAGE AUSTRALIA LIMITED,27/8/19,Software & Services,6667404
APW,AIMS PROPERTY SECURITIES FUND,17/12/04,Real Estate,53746715
APX,APPEN LIMITED,7/1/15,Software & Services,1531051955
APZ,ASPEN GROUP,11/4/91,Real Estate,148951035
AQC,AUSTRALIAN PACIFIC COAL LIMITED,17/12/99,Materials,8834842
AQD,AUSQUEST LIMITED,25/11/03,Materials,16463797
AQI,ALICANTO MINERALS LIMITED,19/9/12,Materials,57376806
AQR,APN CONVENIENCE RETAIL REIT,27/7/17,Real Estate,456690149
AQS,AQUIS ENTERTAINMENT LIMITED,2/12/11,Consumer Services,41656736
AQX,ALICE QUEEN LIMITED,9/9/04,Materials,18548800
AQZ,ALLIANCE AVIATION SERVICES LIMITED,20/12/11,Transportation,690103276
AR3,AUSTRALIAN RARE EARTHS LIMITED,1/7/21,Materials,75815800
AR9,ARCHTIS LIMITED,21/9/18,Software & Services,62382391
ARA,ARIADNE AUSTRALIA LIMITED,12/10/82,Commercial & Professional Services,109895722
ARB,ARB CORPORATION LIMITED.,26/6/87,Automobiles & Components,3618472929
ARC,AUSTRALIAN RURAL CAPITAL LIMITED,14/4/00,Diversified Financials,7741852
ARD,ARGENT MINERALS LIMITED,3/4/08,Materials,35950814
ARE,ARGONAUT RESOURCES NL,23/1/86,Materials,25243433
ARF,ARENA REIT.,13/6/13,Real Estate,1257737585
ARG,ARGO INVESTMENTS LIMITED,31/3/63,Not Applic,6706690624
ARL,ARDEA RESOURCES LIMITED,9/2/17,Materials,70397452
ARN,ALDORO RESOURCES LIMITED,13/9/18,Materials,32206481
ARO,ASTRO RESOURCES NL,14/8/86,Materials,16938869
ARR,AMERICAN RARE EARTHS LIMITED,17/2/11,Materials,28921899
ART,AIRTASKER LIMITED,23/3/21,Media & Entertainment,440873207
ARU,ARAFURA RESOURCES LIMITED,5/11/03,Materials,168299735
ARV,ARTEMIS RESOURCES LIMITED,16/3/07,Materials,69024871
ARX,AROA BIOSURGERY LIMITED,24/7/20,"Pharmaceuticals, Biotechnology & Life Sciences",370323617
AS1,ANGEL SEAFOOD HOLDINGS LTD,21/2/18,"Food, Beverage & Tobacco",20196857
AS2,ASKARI METALS LIMITED,7/7/21,Materials,8716805
ASB,AUSTAL LIMITED,8/12/98,Capital Goods,755071916
ASG,AUTOSPORTS GROUP LIMITED.,16/11/16,Retailing,472350000
ASH,ASHLEY SERVICES GROUP LIMITED,21/8/14,Commercial & Professional Services,64069277
ASM,AUSTRALIAN STRATEGIC MATERIALS LIMITED,30/7/20,Materials,1028159264
ASN,ANSON RESOURCES LIMITED,8/7/10,Materials,64386550
ASO,ASTON MINERALS LIMITED,4/3/11,Materials,152671589
ASP,ASPERMONT LIMITED.,27/4/00,Media & Entertainment,70196943
ASQ,AUSTRALIAN SILICA QUARTZ GROUP LTD,22/10/07,Materials,24655422
AST,AUSNET SERVICES LIMITED,14/12/05,Utilities,6970535365
ASW,ADVANCED SHARE REGISTRY LIMITED,10/6/08,Diversified Financials,40400730
ASX,ASX LIMITED,14/10/98,Diversified Financials,14641602102
AT1,ATOMO DIAGNOSTICS LIMITED,16/4/20,Health Care Equipment & Services,96661627
ATC,ALTECH CHEMICALS LTD,27/1/10,Materials,63037625
ATH,ALTERITY THERAPEUTICS LIMITED,28/3/00,"Pharmaceuticals, Biotechnology & Life Sciences",96274983
ATL,APOLLO TOURISM & LEISURE LTD,4/11/16,Automobiles & Components,75391118
ATM,ANEKA TAMBANG (PERSERO) TBK (PT),9/8/99,Materials,N/A
ATP,ATLAS PEARLS LTD,31/12/93,Consumer Durables & Apparel,6845948
ATR,ASTRON CORPORATION LIMITED,11/11/83,Materials,51440373
ATS,AUSTRALIS OIL & GAS LIMITED,25/7/16,Energy,59361719
ATU,ATRUM COAL LIMITED,24/7/12,Materials,36661694
ATX,AMPLIA THERAPEUTICS LIMITED,23/12/13,"Pharmaceuticals, Biotechnology & Life Sciences",26836588
AU1,THE AGENCY GROUP AUSTRALIA LTD,18/12/07,Real Estate,23143136
AUA,AUDEARA LIMITED,18/5/21,Consumer Durables & Apparel,10500000
AUB,AUB GROUP LIMITED,16/11/05,Insurance,1651013820
AUC,AUSGOLD LIMITED,16/12/09,Materials,66584681
AUH,AUSTCHINA HOLDINGS LIMITED,17/3/03,Energy,14707119
AUI,AUSTRALIAN UNITED INVESTMENT COMPANY LIMITED,1/1/74,Not Applic,1255805378
AUK,AUMAKE LIMITED.,7/12/11,Retailing,16135403
AUL,AUSTAR GOLD LIMITED,22/11/06,Materials,21699421
AUN,AURUMIN LIMITED,9/12/20,Materials,16480680
AUP,AURORA PROPERTY BUY-WRITE INCOME TRUST,26/7/07,Not Applic,N/A
AUQ,ALARA RESOURCES LIMITED,24/5/07,Materials,11286868
AUR,AURIS MINERALS LIMITED,15/3/01,Materials,26214428
AUT,AUTECO MINERALS LTD,21/9/05,Materials,183389683
AUZ,AUSTRALIAN MINES LIMITED,28/9/01,Materials,87151985
AV1,ADVERITAS LIMITED,18/12/12,Software & Services,34815538
AVA,AVA RISK GROUP LIMITED,11/5/15,Technology Hardware & Equipment,105217540
AVC,AUCTUS INVESTMENT GROUP LIMITED,10/8/11,Diversified Financials,85120669
AVE,AVECHO BIOTECHNOLOGY LIMITED,9/8/93,"Pharmaceuticals, Biotechnology & Life Sciences",34886214
AVG,AUSTRALIAN VINTAGE LTD,26/3/92,"Food, Beverage & Tobacco",202110789
AVH,AVITA MEDICAL INC.,24/6/20,"Pharmaceuticals, Biotechnology & Life Sciences",629865359
AVJ,AVJENNINGS LIMITED,27/1/94,Real Estate,247800744
AVL,AUSTRALIAN VANADIUM LIMITED,21/2/07,Materials,55692017
AVN,AVENTUS GROUP,16/10/15,Real Estate,1755558432
AVR,ANTERIS TECHNOLOGIES LTD,24/3/04,Health Care Equipment & Services,57634421
AVW,AVIRA RESOURCES LTD,9/1/13,Materials,7562720
AVZ,AVZ MINERALS LIMITED,14/9/07,Materials,610632922
AWC,ALUMINA LIMITED,31/10/61,Materials,4715232303
AWJ,AURIC MINING LIMITED,12/2/21,Materials,13962649
AWN,AWN HOLDINGS LIMITED,4/6/03,Capital Goods,31680160
AWV,ANOVA METALS LIMITED,18/5/11,Materials,28661884
AX1,ACCENT GROUP LIMITED,7/7/04,Retailing,1446784129
AX8,ACCELERATE RESOURCES LIMITED,14/2/18,Materials,5175977
AXE,ARCHER MATERIALS LIMITED,14/8/07,Materials,290070846
AXI,AXIOM PROPERTIES LIMITED,31/1/97,Real Estate,28559101
AXP,AXP ENERGY LIMITED,20/7/06,Energy,23392563
AXT,ARGO EXPLORATION LIMITED,11/12/06,Materials,N/A
AYI,A1 INVESTMENTS & RESOURCES LTD,2/10/07,Diversified Financials,16421946
AYM,AUSTRALIA UNITED MINING LIMITED,19/9/11,Materials,14740620
AZI,,24/12/09,Materials,
AZJ,AURIZON HOLDINGS LIMITED,22/11/10,Transportation,7068303291
AZS,AZURE MINERALS LIMITED,16/12/03,Materials,77308930
AZY,ANTIPA MINERALS LIMITED,20/4/11,Materials,144043860
BAP,BAPCOR LIMITED,24/4/14,Retailing,2749241250
BAR,BARRA RESOURCES LIMITED,12/12/00,Materials,14907378
BAS,BASS OIL LIMITED,30/9/04,Energy,8355350
BAT,BATTERY MINERALS LIMITED,29/10/12,Materials,39953723
BBC,BNK BANKING CORPORATION LIMITED,22/5/12,Banks,85069613
BBL,BRISBANE BRONCOS LIMITED,12/5/89,Media & Entertainment,54412551
BBN,BABY BUNTING GROUP LIMITED,14/10/15,Retailing,703147608
BBT,BLUEBET HOLDINGS LTD,2/7/21,Consumer Services,338185307
BBX,BBX MINERALS LIMITED,12/8/05,Materials,109346465
BC8,BLACK CAT SYNDICATE LIMITED,30/1/18,Materials,82372569
BCA,BLACK CANYON LIMITED,5/5/21,Materials,11125474
BCB,BOWEN COKING COAL LIMITED,22/6/95,Materials,66535434
BCC,BEAM COMMUNICATIONS HOLDINGS LIMITED,6/11/86,Technology Hardware & Equipment,18387973
BCI,BCI MINERALS LIMITED,15/12/06,Materials,347751279
BCK,BROCKMAN MINING LIMITED,11/1/11,Materials,361890053
BCN,BEACON MINERALS LIMITED,20/10/06,Materials,121839889
BCT,BLUECHIIP LIMITED,9/6/11,Technology Hardware & Equipment,21523698
BD1,BARD1 LIFE SCIENCES LIMITED,18/4/91,Health Care Equipment & Services,148905490
BDA,BOD AUSTRALIA LIMITED,27/10/16,Retailing,34921894
BDC,BARDOC GOLD LIMITED,12/12/07,Materials,110188843
BDG,BLACK DRAGON GOLD CORP.,29/8/18,Materials,9766019
BDM,BURGUNDY DIAMOND MINES LIMITED,4/1/13,Materials,64214828
BDX,BCAL DIAGNOSTICS LIMITED,,Class Pend,0
BEE,BROO LTD,14/10/16,"Food, Beverage & Tobacco",11349036
BEL,BENTLEY CAPITAL LIMITED,7/11/86,Not Applic,8754711
BEM,BLACKEARTH MINERALS NL,19/1/18,Materials,23912456
BEN,BENDIGO AND ADELAIDE BANK LIMITED,19/12/85,Banks,5537134431
BET,BETMAKERS TECHNOLOGY GROUP LTD,11/12/15,Consumer Services,889803309
BEX,BIKEEXCHANGE LIMITED,9/2/21,Class Pend,62994120
BFC,BESTON GLOBAL FOOD COMPANY LIMITED,28/8/15,"Food, Beverage & Tobacco",101120929
BFG,BELL FINANCIAL GROUP LIMITED,12/12/07,Diversified Financials,558094470
BFL,BSP FINANCIAL GROUP LIMITED,25/5/21,Banks,0
BGA,BEGA CHEESE LIMITED,19/8/11,"Food, Beverage & Tobacco",1634186923
BGD,BARTON GOLD HOLDINGS LIMITED,28/6/21,Materials,35123344
BGL,BELLEVUE GOLD LIMITED,20/12/05,Materials,966135819
BGP,BRISCOE GROUP AUSTRALASIA LIMITED,20/7/17,Retailing,945864275
BGT,BIO-GENE TECHNOLOGY LTD,29/11/17,Materials,25015676
BHD,BENJAMIN HORNIGOLD LIMITED,12/5/17,Not Applic,7729677
BHL,BOYUAN HOLDINGS LIMITED,31/10/16,Real Estate,N/A
BHP,BHP GROUP LIMITED,1885-08-13,Materials,1.518E+11
BID,BILL IDENTITY LIMITED,27/1/11,Software & Services,99260841
BIN,BINGO INDUSTRIES LIMITED,3/5/17,Commercial & Professional Services,N/A
BIQ,"BUILDINGIQ, INC",17/12/15,Software & Services,N/A
BIR,BIR FINANCIAL LIMITED,31/7/06,Diversified Financials,3168764
BIS,BISALLOY STEEL GROUP LIMITED,23/6/03,Materials,59758206
BIT,BIOTRON LIMITED,24/1/01,"Pharmaceuticals, Biotechnology & Life Sciences",42817895
BKG,BOOKTOPIA GROUP LIMITED,3/12/20,Retailing,359881363
BKI,BKI INVESTMENT COMPANY LIMITED,12/12/03,Not Applic,1211964256
BKL,BLACKMORES LIMITED,2/5/85,Household & Personal Products,1491532273
BKT,BLACK ROCK MINING LIMITED,10/12/03,Materials,110452186
BKW,BRICKWORKS LIMITED,30/6/62,Materials,3820232304
BKY,BERKELEY ENERGIA LIMITED,16/9/03,Energy,80284389
BLD,BORAL LIMITED.,21/2/00,Materials,8462901820
BLG,BLUGLASS LIMITED,22/9/06,Semiconductors & Semiconductor Equipment,32103827
BLU,BLUE ENERGY LIMITED.,13/10/94,Energy,91692893
BLX,BEACON LIGHTING GROUP LIMITED,15/4/14,Retailing,390812461
BLY,BOART LONGYEAR LIMITED,5/4/07,Materials,29208894
BLZ,BLAZE INTERNATIONAL LIMITED,12/9/96,Energy,9352503
BMG,BMG RESOURCES LIMITED,12/5/04,Materials,13919516
BMH,BAUMART HOLDINGS LIMITED,19/6/15,Capital Goods,27501504
BML,BOAB METALS LIMITED,15/7/04,Materials,66253548
BMM,BALKAN MINING AND MINERALS LIMITED,14/7/21,Materials,16650000
BMN,BANNERMAN RESOURCES LIMITED,28/4/05,Energy,178370667
BMO,BASTION MINERALS LIMITED,16/3/21,Materials,13298054
BNL,BLUE STAR HELIUM LIMITED,24/11/94,Energy,38906950
BNO,BIONOMICS LIMITED,21/12/99,"Pharmaceuticals, Biotechnology & Life Sciences",191443381
BNR,BULLETIN RESOURCES LIMITED,20/12/10,Materials,10757584
BNZ,BENZ MINING CORP.,23/12/20,Materials,86337718
BOA,BOADICEA RESOURCES LIMITED,11/10/12,Materials,16316978
BOC,BOUGAINVILLE COPPER LIMITED,31/12/70,Materials,202536563
BOE,BOSS ENERGY LTD,25/7/07,Materials,341741446
BOL,BOOM LOGISTICS LIMITED,14/10/03,Capital Goods,74860486
BOQ,BANK OF QUEENSLAND LIMITED.,24/8/71,Banks,5697508215
BOT,BOTANIX PHARMACEUTICALS LTD,24/1/85,"Pharmaceuticals, Biotechnology & Life Sciences",77851366
BPH,BPH ENERGY LTD,6/8/04,"Pharmaceuticals, Biotechnology & Life Sciences",51198793
BPM,BPM MINERALS LIMITED,30/12/20,Materials,15140395
BPP,BABYLON PUMP & POWER LIMITED,13/12/96,Capital Goods,18420441
BPT,BEACH ENERGY LIMITED,30/6/72,Energy,2931513748
BRB,BREAKER RESOURCES NL,20/4/12,Materials,57022163
BRG,BREVILLE GROUP LIMITED,25/5/99,Consumer Durables & Apparel,4180728792
BRI,BIG RIVER INDUSTRIES LIMITED,1/5/17,Materials,168506492
BRK,BROOKSIDE ENERGY LIMITED,31/10/05,Energy,71303239
BRL,BATHURST RESOURCES LIMITED.,21/6/13,Materials,140180331
BRN,BRAINCHIP HOLDINGS LTD,9/11/11,Software & Services,804972515
BRU,BURU ENERGY LIMITED,1/9/08,Energy,75382019
BRV,BIG RIVER GOLD LTD,6/2/04,Materials,86635628
BSA,BSA LIMITED,15/11/99,Commercial & Professional Services,134424022
BSE,BASE RESOURCES LIMITED,2/10/08,Materials,335733377
BSL,BLUESCOPE STEEL LIMITED,15/7/02,Materials,11330602338
BSR,BASSARI RESOURCES LIMITED,7/1/08,Materials,N/A
BSX,BLACKSTONE MINERALS LIMITED,23/1/17,Materials,121118749
BTC,BTC HEALTH LTD,29/8/00,Not Applic,20182830
BTH,BIGTINCAN HOLDINGS LIMITED,24/3/17,Software & Services,440346139
BTI,BAILADOR TECHNOLOGY INVESTMENTS LIMITED,21/11/14,Diversified Financials,179728122
BTN,BUTN LIMITED,6/7/21,Diversified Financials,79214850
